2019-05-14T16:54:54.529214,1557870894.0,192.168.61.76,53580,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.528705,1557870894.0,192.168.61.76,53578,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.570287,1557870894.0,192.168.61.76,54098,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.573181,1557870894.0,192.168.61.76,54106,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.541845,1557870894.0,192.168.61.76,53974,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.568968,1557870894.0,192.168.61.76,54094,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.538843,1557870894.0,192.168.61.76,53870,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.529749,1557870894.0,192.168.61.76,53582,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.544801,1557870894.0,192.168.61.76,54052,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.530245,1557870894.0,192.168.61.76,53584,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.531883,1557870894.0,192.168.61.76,53590,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.531386,1557870894.0,192.168.61.76,53588,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.534538,1557870894.0,192.168.61.76,53600,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.534313,1557870894.0,192.168.61.76,53598,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.533300,1557870894.0,192.168.61.76,53594,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.532448,1557870894.0,192.168.61.76,53592,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.530926,1557870894.0,192.168.61.76,53586,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.533675,1557870894.0,192.168.61.76,53596,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.538347,1557870894.0,192.168.61.76,53850,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.537955,1557870894.0,192.168.61.76,53826,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.536679,1557870894.0,192.168.61.76,53784,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.535549,1557870894.0,192.168.61.76,53752,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.537685,1557870894.0,192.168.61.76,53804,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.537224,1557870894.0,192.168.61.76,53802,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.535650,1557870894.0,192.168.61.76,53768,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.540236,1557870894.0,192.168.61.76,53892,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.540238,1557870894.0,192.168.61.76,53912,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.541308,1557870894.0,192.168.61.76,53954,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.540582,1557870894.0,192.168.61.76,53932,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.543542,1557870894.0,192.168.61.76,54018,b'+|200|100',b'0|300.0'
2019-05-14T16:54:54.545667,1557870894.0,192.168.61.76,54072,b'+|200|100',b'0|300.0'
